0,111,114,0,110,113,0,0,0,0,0,0,110,113,0,0,0,0,0,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,112,115,0,111,114,0,0,0,0,0,0,111,114,0,0,0,0,0,84,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,0,0,83,86,0,0,0,0,0,0,0,0,83,86,0,0,111,114,0,0,0,110,113,0,0,0,0,0,0,0,0,0
0,110,113,0,112,115,0,0,0,0,0,0,112,115,0,0,0,0,0,85,88,0,0,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,88,0,0,0,0,84,87,0,0,0,0,0,0,0,0,84,87,0,0,112,115,0,0,0,111,114,0,0,0,0,0,0,0,0,0
0,111,114,0,0,0,0,0,0,0,0,0,0,0,110,113,0,0,0,0,0,0,0,84,87,0,0,0,0,0,0,0,0,83,86,0,0,0,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,85,88,0,110,113,0,0,0,0,112,115,0,0,0,0,0,0,0,0,0
0,112,115,0,0,110,113,0,0,0,0,0,0,0,111,114,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,84,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,86,0,0,0,0,0,0,111,114,0,0,0,0,110,113,0,0,0,0,0,0,0,0,0
0,0,110,113,0,111,114,0,0,0,0,0,0,0,112,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,0,0,0,0,112,115,0,0,0,0,111,114,0,0,0,0,0,0,0,0,0
0,0,111,114,0,112,115,0,0,0,0,0,0,0,110,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,86,0,0,0,0,0,85,88,0,0,0,83,86,0,110,113,0,0,0,0,112,115,0,0,0,0,0,0,0,0,0
0,0,112,115,0,0,0,0,0,0,0,0,0,0,111,114,0,0,0,0,83,86,0,0,0,0,0,0,83,86,0,0,0,0,0,0,83,86,0,0,0,0,0,84,87,0,0,0,0,0,0,0,0,0,0,84,87,0,111,114,0,0,0,0,0,110,113,0,0,0,0,0,0,0,0
0,110,113,0,0,0,0,0,0,0,0,0,0,0,112,115,0,0,0,0,84,87,0,0,0,0,0,0,84,87,0,0,0,0,0,0,84,87,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,0,0,85,88,0,112,115,0,0,0,0,0,111,114,0,0,0,0,0,0,0,0
0,111,114,110,113,0,0,0,0,0,0,0,0,110,113,0,0,0,0,0,85,88,0,0,0,0,0,0,85,88,0,0,0,0,0,0,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,113,0,0,0,0,112,115,0,0,0,0,0,0,0,0
